act_id,desc,duration,cost,es,ls,ef,lf,prev_act_id1,...,prev_act_idN
PertVertex = Element: A9     Out Vertices: [A10, A77, A151, A13, A14, A17, A865, A742, A334, A74, A53]  Duration: 10     Cost: 8471  | ES: 12     EF: 22     LS: 12     LF: 22   A10,A13,A14,A17,A53,A74,A77,A151,A334,A742,A865,
PertVertex = Element: A10    Out Vertices: [A21, A22, A34, A869, A49, A577, A60, A223, A542]  Duration: 5      Cost: 1450  | ES: 22     EF: 27     LS: 52     LF: 57   A21,A22,A34,A49,A60,A223,A542,A577,A869,
PertVertex = Element: A11    Out Vertices: [A32, A43, A198, A12, A45, A67, A193, A282, A27, A17, A83, A222]  Duration: 10     Cost: 2927  | ES: 4      EF: 14     LS: 37     LF: 47   A12,A17,A27,A32,A43,A45,A67,A83,A193,A198,A222,A282,
PertVertex = Element: A12    Out Vertices: [A197, A482, A25, A281, A716, A346, A83, A356, A85, A167, A200]  Duration: 1      Cost: 6827  | ES: 14     EF: 15     LS: 61     LF: 62   A25,A83,A85,A167,A197,A200,A281,A346,A356,A482,A716,
PertVertex = Element: A13    Out Vertices: [A23, A24, A15, A427, A39, A105, A567, A169, A246, A189, A154, A174, A290, A82, A20, A53]  Duration: 10     Cost: 8248  | ES: 22     EF: 32     LS: 22     LF: 32   A15,A20,A23,A24,A39,A53,A82,A105,A154,A169,A174,A189,A246,A290,A427,A567,
PertVertex = Element: A14    Out Vertices: [A76, A209, A18, A29, A139, A854, A358, A276]  Duration: 9      Cost: 5588  | ES: 22     EF: 31     LS: 33     LF: 42   A18,A29,A76,A139,A209,A276,A358,A854,
PertVertex = Element: A15    Out Vertices: [A88, A132, A242, A16, A439, A349, A984, A41, A100]  Duration: 9      Cost: 3404  | ES: 32     EF: 41     LS: 32     LF: 41   A16,A41,A88,A100,A132,A242,A349,A439,A984,
PertVertex = Element: A16    Out Vertices: [A27, A129, A611, A30, A386, A441, A31]  Duration: 3      Cost: 6043  | ES: 41     EF: 44     LS: 41     LF: 44   A27,A30,A31,A129,A386,A441,A611,
PertVertex = Element: A17    Out Vertices: [A173, A57, A36, A38, A28, A824, A359]  Duration: 10     Cost: 1891  | ES: 22     EF: 32     LS: 56     LF: 66   A28,A36,A38,A57,A173,A359,A824,
PertVertex = Element: A18    Out Vertices: [A54, A560, A26, A37, A207, A90, A80, A203, A93, A51]  Duration: 10     Cost: 3169  | ES: 31     EF: 41     LS: 42     LF: 52   A26,A37,A51,A54,A80,A90,A93,A203,A207,A560,
PertVertex = Element: A19    Out Vertices: [A33, A47, A183, A280, A934, A214, A424, A454, A740, A62, A20]  Duration: 10     Cost: 5423  | ES: 12     EF: 22     LS: 34     LF: 44   A20,A33,A47,A62,A183,A214,A280,A424,A454,A740,A934,
PertVertex = Element: A20    Out Vertices: [A371, A35, A905, A247, A62, A41, A101, A244]  Duration: 3      Cost: 1330  | ES: 32     EF: 35     LS: 44     LF: 47   A35,A41,A62,A101,A244,A247,A371,A905,
PertVertex = Element: A21    Out Vertices: [A274, A132, A737, A713, A524, A876, A104, A401, A135, A343]  Duration: 5      Cost: 6760  | ES: 27     EF: 32     LS: 77     LF: 82   A104,A132,A135,A274,A343,A401,A524,A713,A737,A876,
PertVertex = Element: A22    Out Vertices: [A252, A220, A944, A204, A168, A64]  Duration: 9      Cost: 7631  | ES: 27     EF: 36     LS: 71     LF: 80   A64,A168,A204,A220,A252,A944,
PertVertex = Element: A23    Out Vertices: [A46, A615, A996, A212, A960, A40, A63, A310, A431]  Duration: 7      Cost: 2551  | ES: 32     EF: 39     LS: 69     LF: 76   A40,A46,A63,A212,A310,A431,A615,A960,A996,
PertVertex = Element: A24    Out Vertices: [A54, A44, A28, A249, A557, A566, A831, A123, A244, A231, A150, A172, A72, A31]  Duration: 5      Cost: 8556  | ES: 32     EF: 37     LS: 61     LF: 66   A28,A31,A44,A54,A72,A123,A150,A172,A231,A244,A249,A557,A566,A831,
PertVertex = Element: A25    Out Vertices: [A45, A46, A69, A181, A29, A149, A248, A200]  Duration: 4      Cost: 7986  | ES: 15     EF: 19     LS: 62     LF: 66   A29,A45,A46,A69,A149,A181,A200,A248,
PertVertex = Element: A26    Out Vertices: [A37, A190, A961, A980]  Duration: 6      Cost: 9096  | ES: 41     EF: 47     LS: 52     LF: 58   A37,A190,A961,A980,
PertVertex = Element: A27    Out Vertices: [A33, A141, A48, A329, A359, A513]  Duration: 2      Cost: 4361  | ES: 44     EF: 46     LS: 62     LF: 64   A33,A48,A141,A329,A359,A513,
PertVertex = Element: A28    Out Vertices: [A330, A67, A915, A69, A59, A269, A93]  Duration: 4      Cost: 4417  | ES: 37     EF: 41     LS: 66     LF: 70   A59,A67,A69,A93,A269,A330,A915,
PertVertex = Element: A29    Out Vertices: [A36, A104, A148]  Duration: 10     Cost: 9070  | ES: 31     EF: 41     LS: 66     LF: 76   A36,A104,A148,
PertVertex = Element: A30    Out Vertices: [A77, A260, A405, A438, A106, A41, A166]  Duration: 3      Cost: 6141  | ES: 44     EF: 47     LS: 44     LF: 47   A41,A77,A106,A166,A260,A405,A438,
PertVertex = Element: A31    Out Vertices: [A938, A317, A91, A610, A666, A466, A376]  Duration: 3      Cost: 6801  | ES: 44     EF: 47     LS: 107    LF: 110  A91,A317,A376,A466,A610,A666,A938,
PertVertex = Element: A32    Out Vertices: [A55, A275, A34, A67, A839, A812, A159, A123]  Duration: 10     Cost: 4310  | ES: 14     EF: 24     LS: 47     LF: 57   A34,A55,A67,A123,A159,A275,A812,A839,
PertVertex = Element: A33    Out Vertices: [A55, A89, A506, A38, A328, A208, A92, A71]  Duration: 3      Cost: 8830  | ES: 46     EF: 49     LS: 64     LF: 67   A38,A55,A71,A89,A92,A208,A328,A506,
PertVertex = Element: A34    Out Vertices: [A54, A37, A119, A170, A137, A258, A303, A83, A144, A980]  Duration: 1      Cost: 8359  | ES: 27     EF: 28     LS: 57     LF: 58   A37,A54,A83,A119,A137,A144,A170,A258,A303,A980,
PertVertex = Element: A35    Out Vertices: [A142, A491, A410, A134]  Duration: 7      Cost: 6835  | ES: 35     EF: 42     LS: 79     LF: 86   A134,A142,A410,A491,
PertVertex = Element: A36    Out Vertices: [A141, A702, A39, A525, A289, A630, A114, A785, A851, A387]  Duration: 9      Cost: 7701  | ES: 41     EF: 50     LS: 76     LF: 85   A39,A114,A141,A289,A387,A525,A630,A702,A785,A851,
PertVertex = Element: A37    Out Vertices: [A56, A508, A49, A91, A514, A159, A884, A100]  Duration: 10     Cost: 8736  | ES: 47     EF: 57     LS: 58     LF: 68   A49,A56,A91,A100,A159,A508,A514,A884,
PertVertex = Element: A38    Out Vertices: [A88, A823, A721, A454, A103, A75, A332]  Duration: 6      Cost: 4511  | ES: 49     EF: 55     LS: 74     LF: 80   A75,A88,A103,A332,A454,A721,A823,
PertVertex = Element: A39    Out Vertices: [A163, A328, A329, A447, A92, A111, A134]  Duration: 1      Cost: 3711  | ES: 50     EF: 51     LS: 85     LF: 86   A92,A111,A134,A163,A328,A329,A447,
PertVertex = Element: A40    Out Vertices: [A154, A371, A519, A525, A60, A234, A474]  Duration: 1      Cost: 3764  | ES: 39     EF: 40     LS: 76     LF: 77   A60,A154,A234,A371,A474,A519,A525,
PertVertex = Element: A41    Out Vertices: [A163, A171, A416, A511, A71, A96, A42]  Duration: 10     Cost: 6588  | ES: 47     EF: 57     LS: 47     LF: 57   A42,A71,A96,A163,A171,A416,A511,
PertVertex = Element: A42    Out Vertices: [A44, A55, A77, A687, A479, A950]  Duration: 10     Cost: 5958  | ES: 57     EF: 67     LS: 57     LF: 67   A44,A55,A77,A479,A687,A950,
PertVertex = Element: A43    Out Vertices: [A385, A381, A127, A696]  Duration: 9      Cost: 4257  | ES: 14     EF: 23     LS: 99     LF: 108  A127,A381,A385,A696,
PertVertex = Element: A44    Out Vertices: [A571, A518, A117, A414, A107, A643, A243]  Duration: 1      Cost: 7543  | ES: 67     EF: 68     LS: 88     LF: 89   A107,A117,A243,A414,A518,A571,A643,
PertVertex = Element: A45    Out Vertices: [A821, A61]  Duration: 3      Cost: 2048  | ES: 21     EF: 24     LS: 70     LF: 73   A61,A821,
PertVertex = Element: A46    Out Vertices: [A720, A344, A301]  Duration: 4      Cost: 1302  | ES: 39     EF: 43     LS: 98     LF: 102  A301,A344,A720,
PertVertex = Element: A47    Out Vertices: [A142, A295, A48, A50, A102, A103]  Duration: 10     Cost: 6923  | ES: 22     EF: 32     LS: 68     LF: 78   A48,A50,A102,A103,A142,A295,
PertVertex = Element: A48    Out Vertices: [A70, A166, A53, A464]  Duration: 7      Cost: 8492  | ES: 46     EF: 53     LS: 78     LF: 85   A53,A70,A166,A464,
PertVertex = Element: A49    Out Vertices: [A161, A348, A547, A941, A520, A641, A156, A178, A244]  Duration: 8      Cost: 2117  | ES: 57     EF: 65     LS: 114    LF: 122  A156,A161,A178,A244,A348,A520,A547,A641,A941,
PertVertex = Element: A50    Out Vertices: [A505, A92, A544, A94, A333, A919]  Duration: 5      Cost: 9965  | ES: 32     EF: 37     LS: 81     LF: 86   A92,A94,A333,A505,A544,A919,
PertVertex = Element: A51    Out Vertices: [A241, A780, A88, A220, A78, A117, A178]  Duration: 7      Cost: 9777  | ES: 41     EF: 48     LS: 76     LF: 83   A78,A88,A117,A178,A220,A241,A780,
PertVertex = Element: A52    Out Vertices: [A76, A66, A687, A116]  Duration: 8      Cost: 6680  | ES: 12     EF: 20     LS: 69     LF: 77   A66,A76,A116,A687,
PertVertex = Element: A53    Out Vertices: [A57, A390, A116, A540]  Duration: 3      Cost: 6568  | ES: 53     EF: 56     LS: 85     LF: 88   A57,A116,A390,A540,
PertVertex = Element: A54    Out Vertices: [A362, A84, A63, A552]  Duration: 2      Cost: 8837  | ES: 41     EF: 43     LS: 77     LF: 79   A63,A84,A362,A552,
PertVertex = Element: A55    Out Vertices: [A946, A559, A109, A227, A60, A97, A156]  Duration: 10     Cost: 2874  | ES: 67     EF: 77     LS: 67     LF: 77   A60,A97,A109,A156,A227,A559,A946,
PertVertex = Element: A56    Out Vertices: [A748, A869, A59, A848, A656, A531, A224, A85, A111]  Duration: 10     Cost: 6793  | ES: 57     EF: 67     LS: 68     LF: 78   A59,A85,A111,A224,A531,A656,A748,A848,A869,
PertVertex = Element: A57    Out Vertices: [A195, A722, A179]  Duration: 7      Cost: 9485  | ES: 56     EF: 63     LS: 121    LF: 128  A179,A195,A722,
PertVertex = Element: A58    Out Vertices: [A120, A878, A267, A73, A697]  Duration: 5      Cost: 2782  | ES: 8      EF: 13     LS: 104    LF: 109  A73,A120,A267,A697,A878,
PertVertex = Element: A59    Out Vertices: [A618, A659, A476, A553, A96, A199, A156, A640]  Duration: 5      Cost: 2479  | ES: 67     EF: 72     LS: 78     LF: 83   A96,A156,A199,A476,A553,A618,A640,A659,
PertVertex = Element: A60    Out Vertices: [A65, A220, A671, A216, A744, A107, A206, A679, A126, A237]  Duration: 6      Cost: 4102  | ES: 77     EF: 83     LS: 77     LF: 83   A65,A107,A126,A206,A216,A220,A237,A671,A679,A744,
PertVertex = Element: A61    Out Vertices: [A805, A68, A876, A654, A86, A112, A750]  Duration: 2      Cost: 9576  | ES: 24     EF: 26     LS: 73     LF: 75   A68,A86,A112,A654,A750,A805,A876,
PertVertex = Element: A62    Out Vertices: [A803, A982, A86, A541]  Duration: 1      Cost: 9708  | ES: 35     EF: 36     LS: 111    LF: 112  A86,A541,A803,A982,
PertVertex = Element: A63    Out Vertices: [A230, A241, A706, A180, A126, A95, A222]  Duration: 4      Cost: 2756  | ES: 43     EF: 47     LS: 88     LF: 92   A95,A126,A180,A222,A230,A241,A706,
PertVertex = Element: A64    Out Vertices: [A658, A329, A428, A80, A81, A144, A860]  Duration: 1      Cost: 5314  | ES: 36     EF: 37     LS: 80     LF: 81   A80,A81,A144,A329,A428,A658,A860,
PertVertex = Element: A65    Out Vertices: [A99, A506, A73, A95, A345]  Duration: 6      Cost: 7618  | ES: 83     EF: 89     LS: 83     LF: 89   A73,A95,A99,A345,A506,
PertVertex = Element: A66    Out Vertices: [A164, A231, A594, A990, A251, A848, A923, A127, A600]  Duration: 1      Cost: 2903  | ES: 20     EF: 21     LS: 85     LF: 86   A127,A164,A231,A251,A594,A600,A848,A923,A990,
PertVertex = Element: A67    Out Vertices: [A409, A160, A84]  Duration: 9      Cost: 9276  | ES: 41     EF: 50     LS: 70     LF: 79   A84,A160,A409,
PertVertex = Element: A68    Out Vertices: [A242, A79, A170, A128, A556, A257, A331]  Duration: 5      Cost: 4160  | ES: 26     EF: 31     LS: 75     LF: 80   A79,A128,A170,A242,A257,A331,A556,
PertVertex = Element: A69    Out Vertices: [A272, A251, A836, A129]  Duration: 2      Cost: 3935  | ES: 41     EF: 43     LS: 114    LF: 116  A129,A251,A272,A836,
PertVertex = Element: A70    Out Vertices: [A253, A283, A130, A417, A576]  Duration: 1      Cost: 3394  | ES: 53     EF: 54     LS: 98     LF: 99   A130,A253,A283,A417,A576,
PertVertex = Element: A71    Out Vertices: [A409, A529, A113, A111]  Duration: 1      Cost: 3495  | ES: 57     EF: 58     LS: 115    LF: 116  A111,A113,A409,A529,
PertVertex = Element: A72    Out Vertices: [A481, A812, A578]  Duration: 5      Cost: 3390  | ES: 37     EF: 42     LS: 131    LF: 136  A481,A578,A812,
PertVertex = Element: A73    Out Vertices: [A759, A859, A702, A307, A157, A136, A596]  Duration: 5      Cost: 3358  | ES: 89     EF: 94     LS: 109    LF: 114  A136,A157,A307,A596,A702,A759,A859,
PertVertex = Element: A74    Out Vertices: [A139, A205, A269, A124]  Duration: 6      Cost: 2307  | ES: 22     EF: 28     LS: 103    LF: 109  A124,A139,A205,A269,
PertVertex = Element: A75    Out Vertices: [A187, A419, A239, A266]  Duration: 4      Cost: 6870  | ES: 55     EF: 59     LS: 87     LF: 91   A187,A239,A266,A419,
PertVertex = Element: A76    Out Vertices: [A87, A108, A516, A626, A436, A188]  Duration: 7      Cost: 8296  | ES: 31     EF: 38     LS: 77     LF: 84   A87,A108,A188,A436,A516,A626,
PertVertex = Element: A77    Out Vertices: [A292, A403, A700]  Duration: 7      Cost: 1873  | ES: 67     EF: 74     LS: 127    LF: 134  A292,A403,A700,
PertVertex = Element: A78    Out Vertices: [A628, A602]  Duration: 9      Cost: 4001  | ES: 48     EF: 57     LS: 137    LF: 146  A602,A628,
PertVertex = Element: A79    Out Vertices: [A903, A104, A115, A137]  Duration: 2      Cost: 8713  | ES: 31     EF: 33     LS: 80     LF: 82   A104,A115,A137,A903,
PertVertex = Element: A80    Out Vertices: [A579, A986, A676, A237, A245, A122]  Duration: 7      Cost: 8661  | ES: 41     EF: 48     LS: 81     LF: 88   A122,A237,A245,A579,A676,A986,
PertVertex = Element: A81    Out Vertices: [A185, A527]  Duration: 9      Cost: 9788  | ES: 37     EF: 46     LS: 111    LF: 120  A185,A527,
PertVertex = Element: A82    Out Vertices: [A89, A119, A698]  Duration: 7      Cost: 4033  | ES: 32     EF: 39     LS: 97     LF: 104  A89,A119,A698,
PertVertex = Element: A83    Out Vertices: [A704, A90, A436, A732, A399, A169, A167]  Duration: 3      Cost: 3520  | ES: 28     EF: 31     LS: 86     LF: 89   A90,A167,A169,A399,A436,A704,A732,
PertVertex = Element: A84    Out Vertices: [A164, A717, A592, A879, A128]  Duration: 2      Cost: 2779  | ES: 50     EF: 52     LS: 79     LF: 81   A128,A164,A592,A717,A879,
PertVertex = Element: A85    Out Vertices: [A381, A529, A406, A90, A227, A118, A377, A342]  Duration: 1      Cost: 1705  | ES: 67     EF: 68     LS: 88     LF: 89   A90,A118,A227,A342,A377,A381,A406,A529,
PertVertex = Element: A86    Out Vertices: [A302, A105, A386, A809, A266]  Duration: 4      Cost: 2341  | ES: 36     EF: 40     LS: 112    LF: 116  A105,A266,A302,A386,A809,
PertVertex = Element: A87    Out Vertices: [A193, A109, A117, A138, A870]  Duration: 9      Cost: 6638  | ES: 38     EF: 47     LS: 84     LF: 93   A109,A117,A138,A193,A870,
PertVertex = Element: A88    Out Vertices: [A582, A121, A739, A174, A251, A273, A209, A218, A315, A265, A145]  Duration: 4      Cost: 8768  | ES: 55     EF: 59     LS: 83     LF: 87   A121,A145,A174,A209,A218,A251,A265,A273,A315,A582,A739,
PertVertex = Element: A89    Out Vertices: [A572, A690, A191, A357, A168]  Duration: 1      Cost: 8559  | ES: 49     EF: 50     LS: 104    LF: 105  A168,A191,A357,A572,A690,
PertVertex = Element: A90    Out Vertices: [A98, A140, A562, A683]  Duration: 6      Cost: 2815  | ES: 68     EF: 74     LS: 89     LF: 95   A98,A140,A562,A683,
PertVertex = Element: A91    Out Vertices: [A206, A413, A897, A477, A420]  Duration: 9      Cost: 4111  | ES: 57     EF: 66     LS: 110    LF: 119  A206,A413,A420,A477,A897,
PertVertex = Element: A92    Out Vertices: [A186, A929, A617, A207]  Duration: 1      Cost: 3338  | ES: 51     EF: 52     LS: 123    LF: 124  A186,A207,A617,A929,
PertVertex = Element: A93    Out Vertices: [A686, A112]  Duration: 10     Cost: 5718  | ES: 41     EF: 51     LS: 122    LF: 132  A112,A686,
PertVertex = Element: A94    Out Vertices: [A118, A225, A951, A135]  Duration: 10     Cost: 2531  | ES: 37     EF: 47     LS: 86     LF: 96   A118,A135,A225,A951,
PertVertex = Element: A95    Out Vertices: [A165, A707, A649, A127, A347]  Duration: 9      Cost: 3358  | ES: 89     EF: 98     LS: 99     LF: 108  A127,A165,A347,A649,A707,
PertVertex = Element: A96    Out Vertices: [A164, A503]  Duration: 3      Cost: 3304  | ES: 72     EF: 75     LS: 83     LF: 86   A164,A503,
PertVertex = Element: A97    Out Vertices: [A150, A125]  Duration: 10     Cost: 8626  | ES: 77     EF: 87     LS: 80     LF: 90   A125,A150,
PertVertex = Element: A98    Out Vertices: [A363, A621]  Duration: 7      Cost: 9034  | ES: 74     EF: 81     LS: 95     LF: 102  A363,A621,
PertVertex = Element: A99    Out Vertices: [A285, A977, A604, A458, A115, A335, A245, A521, A133]  Duration: 5      Cost: 1774  | ES: 89     EF: 94     LS: 89     LF: 94   A115,A133,A245,A285,A335,A458,A521,A604,A977,
PertVertex = Element: A100   Out Vertices: [A362, A143, A816, A210]  Duration: 6      Cost: 9571  | ES: 57     EF: 63     LS: 117    LF: 123  A143,A210,A362,A816,
PertVertex = Element: A101   Out Vertices: [A230, A434, A358]  Duration: 3      Cost: 9827  | ES: 35     EF: 38     LS: 131    LF: 134  A230,A358,A434,
PertVertex = Element: A102   Out Vertices: [A131, A115, A622, A344, A133, A199, A694]  Duration: 2      Cost: 4464  | ES: 32     EF: 34     LS: 81     LF: 83   A115,A131,A133,A199,A344,A622,A694,
PertVertex = Element: A103   Out Vertices: [A153, A906, A121, A148, A379, A259, A589, A586, A919]  Duration: 7      Cost: 8340  | ES: 55     EF: 62     LS: 80     LF: 87   A121,A148,A153,A259,A379,A586,A589,A906,A919,
PertVertex = Element: A104   Out Vertices: [A208, A126]  Duration: 10     Cost: 1669  | ES: 41     EF: 51     LS: 82     LF: 92   A126,A208,
PertVertex = Element: A105   Out Vertices: [A709, A937, A145, A563]  Duration: 1      Cost: 9980  | ES: 40     EF: 41     LS: 148    LF: 149  A145,A563,A709,A937,
PertVertex = Element: A106   Out Vertices: [A110, A261, A629, A150, A271, A922, A311, A661]  Duration: 3      Cost: 3764  | ES: 47     EF: 50     LS: 86     LF: 89   A110,A150,A261,A271,A311,A629,A661,A922,
PertVertex = Element: A107   Out Vertices: [A163, A225, A236]  Duration: 7      Cost: 5224  | ES: 83     EF: 90     LS: 89     LF: 96   A163,A225,A236,
PertVertex = Element: A108   Out Vertices: [A119, A888]  Duration: 2      Cost: 6249  | ES: 38     EF: 40     LS: 104    LF: 106  A119,A888,
PertVertex = Element: A109   Out Vertices: [A176, A594, A184, A185, A946, A218, A802, A236]  Duration: 3      Cost: 5067  | ES: 77     EF: 80     LS: 116    LF: 119  A176,A184,A185,A218,A236,A594,A802,A946,
PertVertex = Element: A110   Out Vertices: [A351, A162, A927, A339, A439, A942, A256]  Duration: 1      Cost: 3684  | ES: 50     EF: 51     LS: 89     LF: 90   A162,A256,A339,A351,A439,A927,A942,
PertVertex = Element: A111   Out Vertices: [A624, A635]  Duration: 1      Cost: 5139  | ES: 67     EF: 68     LS: 148    LF: 149  A624,A635,
PertVertex = Element: A112   Out Vertices: [A341, A354]  Duration: 4      Cost: 3567  | ES: 51     EF: 55     LS: 141    LF: 145  A341,A354,
PertVertex = Element: A113   Out Vertices: [A807, A228, A255, A475]  Duration: 7      Cost: 3432  | ES: 58     EF: 65     LS: 116    LF: 123  A228,A255,A475,A807,
PertVertex = Element: A114   Out Vertices: [A143, A218, A757, A999, A291, A443, A386]  Duration: 6      Cost: 7334  | ES: 50     EF: 56     LS: 99     LF: 105  A143,A218,A291,A386,A443,A757,A999,
PertVertex = Element: A115   Out Vertices: [A639, A139, A844, A256, A299, A398]  Duration: 1      Cost: 3423  | ES: 94     EF: 95     LS: 94     LF: 95   A139,A256,A299,A398,A639,A844,
PertVertex = Element: A116   Out Vertices: [A132, A174, A407, A944, A743]  Duration: 3      Cost: 3349  | ES: 56     EF: 59     LS: 88     LF: 91   A132,A174,A407,A743,A944,
PertVertex = Element: A117   Out Vertices: [A427, A685, A133]  Duration: 5      Cost: 4102  | ES: 68     EF: 73     LS: 127    LF: 132  A133,A427,A685,
PertVertex = Element: A118   Out Vertices: [A726, A277]  Duration: 1      Cost: 7347  | ES: 68     EF: 69     LS: 141    LF: 142  A277,A726,
PertVertex = Element: A119   Out Vertices: [A918, A391, A192, A135, A684, A981]  Duration: 4      Cost: 7706  | ES: 40     EF: 44     LS: 106    LF: 110  A135,A192,A391,A684,A918,A981,
PertVertex = Element: A120   Out Vertices: [A278, A232]  Duration: 4      Cost: 8547  | ES: 13     EF: 17     LS: 124    LF: 128  A232,A278,
PertVertex = Element: A121   Out Vertices: [A404, A147]  Duration: 6      Cost: 3148  | ES: 62     EF: 68     LS: 87     LF: 93   A147,A404,
PertVertex = Element: A122   Out Vertices: [A484, A348, A221, A541]  Duration: 1      Cost: 1212  | ES: 48     EF: 49     LS: 88     LF: 89   A221,A348,A484,A541,
PertVertex = Element: A123   Out Vertices: [A803, A353]  Duration: 5      Cost: 7144  | ES: 37     EF: 42     LS: 119    LF: 124  A353,A803,
PertVertex = Element: A124   Out Vertices: [A285, A393, A194, A658, A136, A475]  Duration: 6      Cost: 2626  | ES: 28     EF: 34     LS: 109    LF: 115  A136,A194,A285,A393,A475,A658,
PertVertex = Element: A125   Out Vertices: [A172, A229, A388]  Duration: 8      Cost: 2278  | ES: 87     EF: 95     LS: 90     LF: 98   A172,A229,A388,
PertVertex = Element: A126   Out Vertices: [A374, A905, A715, A247, A566, A168]  Duration: 4      Cost: 8683  | ES: 83     EF: 87     LS: 92     LF: 96   A168,A247,A374,A566,A715,A905,
PertVertex = Element: A127   Out Vertices: [A263, A857, A213, A334, A232, A584, A233]  Duration: 9      Cost: 1231  | ES: 98     EF: 107    LS: 108    LF: 117  A213,A232,A233,A263,A334,A584,A857,
PertVertex = Element: A128   Out Vertices: [A952, A158]  Duration: 2      Cost: 1697  | ES: 52     EF: 54     LS: 81     LF: 83   A158,A952,
PertVertex = Element: A129   Out Vertices: [A295, A403, A217, A148]  Duration: 3      Cost: 3831  | ES: 44     EF: 47     LS: 116    LF: 119  A148,A217,A295,A403,
PertVertex = Element: A130   Out Vertices: [A346]      Duration: 1      Cost: 7473  | ES: 54     EF: 55     LS: 130    LF: 131  A346,
PertVertex = Element: A131   Out Vertices: [A239, A699, A224, A299]  Duration: 8      Cost: 8095  | ES: 34     EF: 42     LS: 83     LF: 91   A224,A239,A299,A699,
PertVertex = Element: A132   Out Vertices: [A838, A146, A620]  Duration: 9      Cost: 2351  | ES: 59     EF: 68     LS: 133    LF: 142  A146,A620,A838,
PertVertex = Element: A133   Out Vertices: [A294, A777, A269, A377]  Duration: 3      Cost: 1169  | ES: 94     EF: 97     LS: 132    LF: 135  A269,A294,A377,A777,
PertVertex = Element: A134   Out Vertices: [A182, A627, A229, A338, A303, A325, A674, A188, A486, A981]  Duration: 9      Cost: 3594  | ES: 51     EF: 60     LS: 86     LF: 95   A182,A188,A229,A303,A325,A338,A486,A627,A674,A981,
PertVertex = Element: A135   Out Vertices: [A176, A155, A178]  Duration: 4      Cost: 4770  | ES: 47     EF: 51     LS: 110    LF: 114  A155,A176,A178,
PertVertex = Element: A136   Out Vertices: [A154, A561, A180, A786, A410, A266]  Duration: 1      Cost: 3006  | ES: 94     EF: 95     LS: 115    LF: 116  A154,A180,A266,A410,A561,A786,
PertVertex = Element: A137   Out Vertices: [A185, A206, A147, A221]  Duration: 2      Cost: 2482  | ES: 33     EF: 35     LS: 87     LF: 89   A147,A185,A206,A221,
PertVertex = Element: A138   Out Vertices: [A263, A383, A298]  Duration: 9      Cost: 4500  | ES: 47     EF: 56     LS: 93     LF: 102  A263,A298,A383,
PertVertex = Element: A139   Out Vertices: [A748, A416, A458]  Duration: 8      Cost: 8486  | ES: 95     EF: 103    LS: 127    LF: 135  A416,A458,A748,
PertVertex = Element: A140   Out Vertices: [A709, A790, A288]  Duration: 6      Cost: 4206  | ES: 74     EF: 80     LS: 128    LF: 134  A288,A709,A790,
